num_distr,mouse.time,,,,,,,,,,
5,2.2431381,,,,,,,,,,
5,2.1472644,,,,,,,,,,
5,1.1671492,,,,,,,,,,
5,0.9635368,,,,,,,,,,
5,0.6707264,,,,,,,slope_m,y2-y1,0.395325279,395.3252792
5,1.3532981,,,,meanRT_5%,1.373505939,,,x2-x1,5,
5,1.4735692,,,,meanRT_10%,1.768831219,,,,,
5,1.3294578,,,,,,,,slope,79.06505585,ms/item
5,1.0293758,,,,,,,,,,
5,2.0569334,,,,,,,,,,
5,1.1422858,,,,,,,,,,
5,1.4251067,,,,,,,,,,
5,1.3300117,,,,,,,,,,
5,1.4108221,,,,,,,,,,
5,1.2924381,,,,,,,,,,
5,1.1956059,,,,,,,,,,
5,2.2048886,,,,,,,,,,
5,2.1031003,,,,,,,,,,
5,1.0785024,,,,,,,,,,
5,0.9200005,,,,,,,,,,
5,2.4574502,,,,,,,,,,
5,1.397392,,,,,,,,,,
5,1.2286929,,,,,,,,,,
5,1.1890966,,,,,,,,,,
5,0.9603755,,,,,,,,,,
5,1.5703883,,,,,,,,,,
5,1.3127367,,,,,,,,,,
5,0.9641335,,,,,,,,,,
5,1.0083615,,,,,,,,,,
5,1.5310825,,,,,,,,,,
5,1.6400812,,,,,,,,,,
5,1.3149369,,,,,,,,,,
5,1.1568212,,,,,,,,,,
5,1.1162975,,,,,,,,,,
5,1.0564666,,,,,,,,,,
5,1.9290728,,,,,,,,,,
5,1.2120606,,,,,,,,,,
5,0.9868912,,,,,,,,,,
5,1.682962,,,,,,,,,,
5,0.8628789,,,,,,,,,,
5,1.7287601,,,,,,,,,,
5,1.2322421,,,,,,,,,,
5,1.0375773,,,,,,,,,,
5,1.6018423,,,,,,,,,,
5,0.9484649,,,,,,,,,,
5,1.7601182,,,,,,,,,,
5,1.3666368,,,,,,,,,,
5,1.6899485,,,,,,,,,,
5,0.8950776,,,,,,,,,,
5,1.4178703,,,,,,,,,,
5,1.0892884,,,,,,,,,,
5,1.0602445,,,,,,,,,,
5,1.9274664,,,,,,,,,,
5,0.9625866,,,,,,,,,,
5,1.6830444,,,,,,,,,,
5,1.1950328,,,,,,,,,,
5,1.9948442,,,,,,,,,,
5,1.5939654,,,,,,,,,,
5,1.2491662,,,,,,,,,,
5,1.1201985,,,,,,,,,,
5,1.4302981,,,,,,,,,,
5,1.0525117,,,,,,,,,,
5,0.9196443,,,,,,,,,,
5,1.4098118,,,,,,,,,,
5,0.8878351,,,,,,,,,,
5,0.9195169,,,,,,,,,,
5,1.0290379,,,,,,,,,,
5,0.901938,,,,,,,,,,
5,1.6805293,,,,,,,,,,
5,1.6330367,,,,,,,,,,
5,1.6301393,,,,,,,,,,
5,1.3950684,,,,,,,,,,
5,1.2323293,,,,,,,,,,
5,1.3097019,,,,,,,,,,
5,1.1119012,,,,,,,,,,
5,1.0086762,,,,,,,,,,
5,1.0726209,,,,,,,,,,
5,0.7355795,,,,,,,,,,
5,1.0398241,,,,,,,,,,
5,1.3671138,,,,,,,,,,
5,2.2619652,,,,,,,,,,
5,1.1571103,,,,,,,,,,
5,1.0486918,,,,,,,,,,
5,1.8827842,,,,,,,,,,
5,1.3697079,,,,,,,,,,
5,1.3951439,,,,,,,,,,
5,1.6977104,,,,,,,,,,
5,2.1478041,,,,,,,,,,
5,1.4693373,,,,,,,,,,
5,1.4800939,,,,,,,,,,
5,1.5472132,,,,,,,,,,
5,1.2736722,,,,,,,,,,
5,1.8200203,,,,,,,,,,
5,1.2729738,,,,,,,,,,
5,0.9681788,,,,,,,,,,
5,1.1245932,,,,,,,,,,
5,1.062913,,,,,,,,,,
5,1.1811279,,,,,,,,,,
5,1.6106791,,,,,,,,,,
5,1.3763784,,,,,,,,,,
5,1.3926793,,,,,,,,,,
5,1.055002,,,,,,,,,,
