trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
23,0,23,0,48.85822830023244,,48.83353820024058,5,48.85822830023244,48.85822830023244,0.01386599987745285,51.512853499967605,[-0.4083333333333333],[0.41833333333333333],[1],[0],[0],[2.66566939977929],['target'],140787,001,2024-10-10_18h53.20.830,visualsearch,2024.1.5,None,2024-10-10 18h53.28.115630 +0530,
24,0,24,0,51.5724173001945,,51.5173184000887,10,51.5724173001945,51.5724173001945,0.03161499975249171,53.06123779993504,[-0.2833333333333333],[0.43333333333333335],[1],[0],[0],[1.5129259997047484],['target'],140787,001,2024-10-10_18h53.20.830,visualsearch,2024.1.5,None,2024-10-10 18h53.28.115630 +0530,
25,0,25,0,53.12203190010041,,53.063913099933416,10,53.12203190010041,53.12203190010041,0.026744999922811985,54.74410009989515,[-0.37333333333333335],[-0.015],[1],[0],[0],[1.6536191999912262],['target'],140787,001,2024-10-10_18h53.20.830,visualsearch,2024.1.5,None,2024-10-10 18h53.28.115630 +0530,
26,0,26,0,54.80382560007274,,54.7483065999113,10,54.80382560007274,54.80382560007274,0.030167399905622005,56.55646170023829,[-0.37333333333333335],[-0.015],[1],[0],[0],[1.778208500239998],['target'],140787,001,2024-10-10_18h53.20.830,visualsearch,2024.1.5,None,2024-10-10 18h53.28.115630 +0530,
27,0,27,0,56.62008580006659,,56.55920899985358,10,56.62008580006659,56.62008580006659,0.031102099921554327,58.308284000027925,[-0.4816666666666667],[0.3283333333333333],[1],[0],[0],[1.7182443998754025],['target'],140787,001,2024-10-10_18h53.20.830,visualsearch,2024.1.5,None,2024-10-10 18h53.28.115630 +0530,
28,0,28,0,58.35112540004775,,58.311331800185144,5,58.35112540004775,58.35112540004775,0.017693900037556887,60.70610579987988,[0.16],[-0.25833333333333336],[1],[0],[0],[2.377252500038594],['target'],140787,001,2024-10-10_18h53.20.830,visualsearch,2024.1.5,None,2024-10-10 18h53.28.115630 +0530,
29,0,29,0,60.73336789989844,,60.70889279991388,5,60.73336789989844,60.73336789989844,0.013540700078010559,62.588179000187665,[0.34],[-0.40166666666666667],[1],[0],[0],[1.8659607996232808],['target'],140787,001,2024-10-10_18h53.20.830,visualsearch,2024.1.5,None,2024-10-10 18h53.28.115630 +0530,
30,0,30,0,62.63419939996675,,62.5909792999737,5,62.63419939996675,62.63419939996675,0.01748660020530224,64.42070219991729,[-0.15],[-0.31833333333333336],[1],[0],[0],[1.8124589999206364],['target'],140787,001,2024-10-10_18h53.20.830,visualsearch,2024.1.5,None,2024-10-10 18h53.28.115630 +0530,
31,0,31,0,64.46563320001587,,64.42339090025052,10,64.46563320001587,64.46563320001587,0.02656219992786646,66.4537641000934,[-0.2],[0.31333333333333335],[1],[0],[0],[2.0039559002034366],['target'],140787,001,2024-10-10_18h53.20.830,visualsearch,2024.1.5,None,2024-10-10 18h53.28.115630 +0530,
32,0,32,0,66.51436340017244,,66.45761890010908,10,66.51436340017244,66.51436340017244,0.028137799818068743,68.63522370019928,[-0.011666666666666667],[0.43833333333333335],[1],[0],[0],[2.150238099973649],['target'],140787,001,2024-10-10_18h53.20.830,visualsearch,2024.1.5,None,2024-10-10 18h53.28.115630 +0530,
33,0,33,0,68.66339090000838,,68.63791269995272,5,68.66339090000838,68.66339090000838,0.013500900007784367,71.0710628000088,[0.19166666666666668],[-0.38166666666666665],[1],[0],[0],[2.4172052000649273],['target'],140787,001,2024-10-10_18h53.20.830,visualsearch,2024.1.5,None,2024-10-10 18h53.28.115630 +0530,
