trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
87,0,87,0,148.35577220004052,,148.33016160037369,5,148.35577220004052,148.35577220004052,0.01574460044503212,150.05994420032948,[0.4816666666666667],[0.335],[1],[0],[0],[1.714561800006777],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
88,0,88,0,150.08809600025415,,150.06427920004353,5,150.08809600025415,150.08809600025415,0.016064000315964222,151.30845720041543,[0.11],[0.08333333333333333],[1],[0],[0],[1.2286665998399258],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
89,0,89,0,151.33785420004278,,151.3110682000406,5,151.33785420004278,151.33785420004278,0.013248800300061703,152.90870590042323,[-0.2966666666666667],[0.12333333333333334],[1],[0],[0],[1.584480999968946],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
90,0,90,0,152.9367764000781,,152.91142700007185,5,152.9367764000781,152.9367764000781,0.014098899904638529,154.42399650020525,[0.03833333333333333],[0.42],[1],[0],[0],[1.4987133000977337],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
91,0,91,0,154.46645380044356,,154.42879740009084,10,154.46645380044356,154.46645380044356,0.027488499879837036,155.57216910040006,[0.465],[0.135],[1],[0],[0],[1.1166254999116063],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
92,0,92,0,155.601952300407,,155.57662170007825,5,155.601952300407,155.601952300407,0.015232600271701813,157.2891721003689,[-0.2],[-0.365],[1],[0],[0],[1.6979284002445638],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
93,0,93,0,157.31785220000893,,157.2925344002433,5,157.31785220000893,157.31785220000893,0.013538800179958344,158.43938580015674,[-0.17],[-0.095],[1],[0],[0],[1.133517799898982],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
94,0,94,0,158.47625420009717,,158.44198730029166,10,158.47625420009717,158.47625420009717,0.02347170002758503,160.43748780013993,[0.3416666666666667],[0.42333333333333334],[1],[0],[0],[1.9721848000772297],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
95,0,95,0,160.4776306003332,,160.4402801003307,10,160.4776306003332,160.4776306003332,0.02333390014246106,162.28684220043942,[0.08166666666666667],[-0.3983333333333333],[1],[0],[0],[1.8234343999065459],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
96,0,96,0,162.3298673001118,,162.29264330025762,10,162.3298673001118,162.3298673001118,0.027580800000578165,163.80296400003135,[-0.36833333333333335],[-0.3233333333333333],[1],[0],[0],[1.4836475001648068],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
97,0,97,0,163.83105310006067,,163.80728649999946,5,163.83105310006067,163.83105310006067,0.01427219994366169,165.41836430039257,[0.175],[0.43166666666666664],[1],[0],[0],[1.5973718999885023],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
98,0,98,0,165.45426420029253,,165.42097450001165,10,165.45426420029253,165.45426420029253,0.022947799880057573,167.0164419002831,[0.21166666666666667],[-0.06666666666666667],[1],[0],[0],[1.572710500098765],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
99,0,99,0,167.0549129000865,,167.01927540032193,10,167.0549129000865,167.0549129000865,0.025501499883830547,168.84944760007784,[-0.47833333333333333],[-0.18],[1],[0],[0],[1.8048750995658338],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
100,0,100,0,168.88857790036127,,168.85258440021425,10,168.88857790036127,168.88857790036127,0.025444999802857637,170.68194910045713,[-0.2816666666666667],[-0.315],[1],[0],[0],[1.8043202003464103],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
101,0,101,0,170.7248992002569,,170.68497570045292,10,170.7248992002569,170.7248992002569,0.0269808997400105,172.41417030012235,[0.2783333333333333],[0.38666666666666666],[1],[0],[0],[1.7025708998553455],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
102,0,102,0,172.44319810019806,,172.41699300007895,5,172.44319810019806,172.44319810019806,0.014240299817174673,174.91284840041772,[-0.4483333333333333],[0.215],[1],[0],[0],[2.4818591000512242],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
103,0,103,0,174.9496207004413,,174.91554870037362,10,174.9496207004413,174.9496207004413,0.023465599864721298,177.21245120000094,[-0.2966666666666667],[-0.4266666666666667],[1],[0],[0],[2.2737118997611105],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
104,0,104,0,177.2592936004512,,177.21562110027298,10,177.2592936004512,177.2592936004512,0.032497100066393614,179.0115433000028,[0.37833333333333335],[-0.08666666666666667],[1],[0],[0],[1.7637895001098514],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
105,0,105,0,179.0420354004018,,179.01623600022867,5,179.0420354004018,179.0420354004018,0.017673300113528967,180.428307000082,[-0.035],[-0.4533333333333333],[1],[0],[0],[1.3951097000390291],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
106,0,106,0,180.47379270009696,,180.43203230015934,10,180.47379270009696,180.47379270009696,0.030800000298768282,181.6937856003642,[0.15166666666666667],[-0.4066666666666667],[1],[0],[0],[1.2311015999875963],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
107,0,107,0,181.7364211003296,,181.69665550021455,10,181.7364211003296,181.7364211003296,0.026402299758046865,182.95986710023135,[-0.07666666666666666],[-0.45166666666666666],[1],[0],[0],[1.2370808999985456],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
108,0,108,0,183.0007770000957,,182.9628599002026,10,183.0007770000957,183.0007770000957,0.024804099928587675,184.17580060008913,[0.3383333333333333],[-0.4533333333333333],[1],[0],[0],[1.188307600095868],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
109,0,109,0,184.23064080020413,,184.17994670011103,10,184.23064080020413,184.23064080020413,0.03517250018194318,191.8706886,[0.3383333333333333],[-0.4533333333333333],[1],[0],[0],[7.656168699730188],[],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
110,0,110,0,191.9171949001029,,191.87492280034348,10,191.9171949001029,191.9171949001029,0.030516499653458595,193.33629270037636,[-0.09333333333333334],[-0.25333333333333335],[1],[0],[0],[1.431444900110364],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
111,0,111,0,193.38086930010468,,193.3391062002629,10,193.38086930010468,193.38086930010468,0.025243400130420923,194.80314420023933,[0.25],[0.30833333333333335],[1],[0],[0],[1.4390985001809895],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
112,0,112,0,194.83144880039617,,194.80619950033724,5,194.83144880039617,194.83144880039617,0.014666999690234661,196.05358450021595,[-0.0016666666666666668],[0.16333333333333333],[1],[0],[0],[1.2330490997992456],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
113,0,113,0,196.0983006004244,,196.05639300029725,10,196.0983006004244,196.0983006004244,0.026178099680691957,197.40339370025322,[-0.01],[0.28],[1],[0],[0],[1.3210567999631166],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
114,0,114,0,197.45444680005312,,197.40727350022644,10,197.45444680005312,197.45444680005312,0.03644309984520078,199.06781760044396,[0.03],[0.38166666666666665],[1],[0],[0],[1.624509900342673],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
115,0,115,0,199.11475360020995,,199.0718174003996,10,199.11475360020995,199.11475360020995,0.03273170022293925,200.75002190005034,[0.38333333333333336],[-0.27166666666666667],[1],[0],[0],[1.6462989998981357],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
116,0,116,0,200.79171100025997,,200.75301730027422,10,200.79171100025997,200.79171100025997,0.02798510016873479,202.39893210027367,[-0.285],[0.2866666666666667],[1],[0],[0],[1.6181220998987556],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
117,0,117,0,202.43841100018471,,202.40205140039325,10,202.43841100018471,202.43841100018471,0.0265819001942873,203.66417610039935,[-0.16666666666666666],[0.435],[1],[0],[0],[1.2358524999581277],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
118,0,118,0,203.72055930038914,,203.66877910029143,10,203.72055930038914,203.72055930038914,0.03628999972715974,205.1626869002357,[0.185],[0.07333333333333333],[1],[0],[0],[1.4579678000882268],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
119,0,119,0,205.19257100019604,,205.16541710030288,5,205.19257100019604,205.19257100019604,0.013137500267475843,206.7308879001066,[-0.475],[0.2683333333333333],[1],[0],[0],[1.5525552998296916],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
120,0,120,0,206.77848940016702,,206.7348455004394,10,206.77848940016702,206.77848940016702,0.03097129985690117,208.16226200014353,[-0.19],[0.29833333333333334],[1],[0],[0],[1.3966955998912454],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
121,0,121,0,208.19764700019732,,208.1650100001134,10,208.19764700019732,208.19764700019732,0.022566100116819143,209.577483500354,[-0.095],[-0.145],[1],[0],[0],[1.3901753001846373],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
122,0,122,0,209.6069795000367,,209.5801387000829,5,209.6069795000367,209.6069795000367,0.01194040011614561,211.0460888002999,[-0.4116666666666667],[-0.095],[1],[0],[0],[1.454210499767214],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
123,0,123,0,211.07421950018033,,211.05030230013654,5,211.07421950018033,211.07421950018033,0.015432700049132109,212.66025610035285,[-0.04],[0.16],[1],[0],[0],[1.5952599998563528],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
124,0,124,0,212.6886564004235,,212.66329680010676,5,212.6886564004235,212.6886564004235,0.012686799746006727,214.79139740020037,[0.37666666666666665],[0.14166666666666666],[1],[0],[0],[2.115682600066066],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
125,0,125,0,214.82087990036234,,214.79412740003318,5,214.82087990036234,214.82087990036234,0.01297369971871376,216.5581713002175,[-0.12333333333333334],[-0.02666666666666667],[1],[0],[0],[1.7512845997698605],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
126,0,126,0,216.59850440034643,,216.5609720000066,10,216.59850440034643,216.59850440034643,0.027072299737483263,217.85594140039757,[0.15833333333333333],[0.15666666666666668],[1],[0],[0],[1.2681291997432709],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
127,0,127,0,217.8859977000393,,217.85868600010872,5,217.8859977000393,217.8859977000393,0.012140500359237194,219.1560386000201,[-0.06833333333333333],[0.32666666666666666],[1],[0],[0],[1.2854214003309608],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
128,0,128,0,219.18513140035793,,219.1588761000894,5,219.18513140035793,219.18513140035793,0.012307099997997284,220.78915840014815,[0.49166666666666664],[0.045],[1],[0],[0],[1.618197100237012],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
129,0,129,0,220.83072680002078,,220.7934177001007,10,220.83072680002078,220.83072680002078,0.02725069969892502,221.98747920012102,[0.425],[-0.205],[1],[0],[0],[1.167206299956888],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
130,0,130,0,222.03172670025378,,221.99049650039524,10,222.03172670025378,222.03172670025378,0.0310011999681592,223.3875643000938,[-0.245],[-0.22333333333333333],[1],[0],[0],[1.3662948003038764],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
131,0,131,0,223.41638410044834,,223.3901940002106,5,223.41638410044834,223.41638410044834,0.011636999901384115,224.60304330009967,[0.285],[-0.23666666666666666],[1],[0],[0],[1.2014615996740758],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
132,0,132,0,224.632541900035,,224.60575630003586,5,224.632541900035,224.632541900035,0.012867600191384554,226.9858446000144,[0.25333333333333335],[0.36],[1],[0],[0],[2.367449900135398],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
133,0,133,0,227.01438460033387,,226.98931410023943,5,227.01438460033387,227.01438460033387,0.015031700022518635,228.5519552002661,[0.11833333333333333],[-0.09333333333333334],[1],[0],[0],[1.5477908998727798],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
134,0,134,0,228.59529240010306,,228.5555725004524,10,228.59529240010306,228.59529240010306,0.03045969968661666,231.2167204003781,[-0.405],[-0.22666666666666666],[1],[0],[0],[2.6315645002759993],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
135,0,135,0,231.25900350045413,,231.22098110010847,10,231.25900350045413,231.25900350045413,0.025484200101345778,233.73258560011163,[0.11],[-0.355],[1],[0],[0],[2.486671700142324],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
136,0,136,0,233.76121730031446,,233.73522880021483,5,233.76121730031446,233.76121730031446,0.011882100254297256,236.41511800000444,[-0.43],[0.37],[1],[0],[0],[2.6682510003447533],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
137,0,137,0,236.44604080030695,,236.42057980038226,5,236.44604080030695,236.44604080030695,0.01830929983407259,238.34654840035364,[-0.3433333333333333],[-0.20833333333333334],[1],[0],[0],[1.90865459991619],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
138,0,138,0,238.3946560001932,,238.34968760004267,10,238.3946560001932,238.3946560001932,0.03127819998189807,240.9446754003875,[0.28833333333333333],[0.275],[1],[0],[0],[2.5640185000374913],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
139,0,139,0,240.98328070016578,,240.94754140032455,10,240.98328070016578,240.98328070016578,0.025141799822449684,243.02707670023665,[0.43333333333333335],[0.3383333333333333],[1],[0],[0],[2.0546583998948336],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
140,0,140,0,243.06529620010406,,243.03020930010825,10,243.06529620010406,243.06529620010406,0.024641900323331356,244.45899290032685,[-0.38],[0.185],[1],[0],[0],[1.404340900015086],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
141,0,141,0,244.4886626000516,,244.4616715000011,5,244.4886626000516,244.4886626000516,0.013391999993473291,245.75924580032006,[-0.4266666666666667],[0.34],[1],[0],[0],[1.2843985999934375],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
142,0,142,0,245.7879747003317,,245.76234150025994,5,245.7879747003317,245.7879747003317,0.011985700111836195,247.2918511000462,[-0.19166666666666668],[0.32666666666666666],[1],[0],[0],[1.517780200112611],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
143,0,143,0,247.3305583000183,,247.29532080003992,10,247.3305583000183,247.3305583000183,0.025426999665796757,252.67343840003014,[0.32666666666666666],[0.13833333333333334],[1],[0],[0],[5.353236299939454],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
144,0,144,0,252.7148232003674,,252.6777508002706,10,252.7148232003674,252.7148232003674,0.026444499846547842,254.33831570018083,[0.023333333333333334],[-0.12666666666666668],[1],[0],[0],[1.634796999860555],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
145,0,145,0,254.37584500014782,,254.34097020002082,10,254.37584500014782,254.37584500014782,0.023579999804496765,256.93599000014365,[0.23],[0.38666666666666666],[1],[0],[0],[2.571624099742621],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
146,0,146,0,256.96537510026246,,256.9386254004203,5,256.96537510026246,256.96537510026246,0.013875599950551987,258.852572100237,[-0.43666666666666665],[-0.14833333333333334],[1],[0],[0],[1.900252700317651],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
147,0,147,0,258.8812426002696,,258.855482800398,5,258.8812426002696,258.8812426002696,0.013030599802732468,260.6020295000635,[0.465],[0.1],[1],[0],[0],[1.733685600105673],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
148,0,148,0,260.6404000003822,,260.60547850001603,10,260.6404000003822,260.6404000003822,0.023906500078737736,261.8683031001128,[0.18166666666666667],[-0.005],[1],[0],[0],[1.2390948999673128],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
149,0,149,0,261.9094906002283,,261.8711088001728,10,261.9094906002283,261.9094906002283,0.02784659992903471,263.11677940003574,[-0.31],[-0.28],[1],[0],[0],[1.2180663999170065],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
150,0,150,0,263.14541200036183,,263.1194259002805,5,263.14541200036183,263.14541200036183,0.012106799986213446,264.4831640003249,[-0.08666666666666667],[-0.3466666666666667],[1],[0],[0],[1.3518345998600125],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
151,0,151,0,264.5114697003737,,264.4861715002917,5,264.5114697003737,264.5114697003737,0.013690500054508448,265.9146998003125,[0.4066666666666667],[-0.19166666666666668],[1],[0],[0],[1.4151278999634087],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
152,0,152,0,265.9441365003586,,265.91785610001534,5,265.9441365003586,265.9441365003586,0.014212700072675943,267.9811012004502,[0.4266666666666667],[-0.37833333333333335],[1],[0],[0],[2.049562099855393],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
153,0,153,0,268.0240606004372,,267.98562000039965,10,268.0240606004372,268.0240606004372,0.0279878000728786,270.21337030036375,[-0.4216666666666667],[0.44666666666666666],[1],[0],[0],[2.200026299804449],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
154,0,154,0,270.25518140010536,,270.2162237004377,10,270.25518140010536,270.25518140010536,0.026604299899190664,271.5476169004105,[-0.18333333333333332],[-0.40166666666666667],[1],[0],[0],[1.3050140999257565],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
155,0,155,0,271.58607340045273,,271.5505407000892,10,271.58607340045273,271.58607340045273,0.025788099970668554,273.2444367003627,[0.43],[0.013333333333333334],[1],[0],[0],[1.6684070001356304],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
156,0,156,0,273.28406410012394,,273.24720520013943,10,273.28406410012394,273.28406410012394,0.02385580027475953,274.4611190003343,[0.2833333333333333],[-0.275],[1],[0],[0],[1.1902617001906037],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
157,0,157,0,274.489588400349,,274.46511560026556,5,274.489588400349,274.489588400349,0.0123561997897923,276.12678180029616,[-0.42333333333333334],[0.245],[1],[0],[0],[1.6495349002070725],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
158,0,158,0,276.1554576000199,,276.12965790042654,5,276.1554576000199,276.1554576000199,0.012129899580031633,277.47642850037664,[0.051666666666666666],[0.23166666666666666],[1],[0],[0],[1.3347885999828577],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
159,0,159,0,277.522894800175,,277.4808799000457,10,277.522894800175,277.522894800175,0.029736299999058247,278.8087259000167,[0.2916666666666667],[0.37166666666666665],[1],[0],[0],[1.2988463998772204],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
160,0,160,0,278.837457400281,,278.8114767000079,5,278.837457400281,278.837457400281,0.015048699919134378,280.62459240015596,[0.041666666666666664],[0.0016666666666666668],[1],[0],[0],[1.798317200038582],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
161,0,161,0,280.6698195002973,,280.6287842001766,10,280.6698195002973,280.6698195002973,0.030813100282102823,302.5621892004274,[0.33666666666666667],[0.18333333333333332],[1],[0],[0],[21.90310350013897],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
162,0,162,0,302.59877640008926,,302.56495510041714,10,302.59877640008926,302.59877640008926,0.023173700086772442,303.729106800165,[0.19666666666666666],[0.33666666666666667],[1],[0],[0],[1.1411974998191],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
163,0,163,0,303.7657933002338,,303.73219260014594,10,303.7657933002338,303.7657933002338,0.02346409996971488,305.5950422002934,[-0.018333333333333333],[-0.47],[1],[0],[0],[1.8395953001454473],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
164,0,164,0,305.62386360019445,,305.5977448001504,5,305.62386360019445,305.62386360019445,0.012330399826169014,306.74373870017007,[-0.07833333333333334],[-0.45166666666666666],[1],[0],[0],[1.1338822999969125],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
165,0,165,0,306.7733214003965,,306.74664090014994,5,306.7733214003965,306.7733214003965,0.012604199815541506,308.076765100006,[0.0016666666666666668],[0.36],[1],[0],[0],[1.3177552996203303],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
166,0,166,0,308.1054542004131,,308.07957320008427,5,308.1054542004131,308.1054542004131,0.015712700318545103,309.4593314002268,[0.2816666666666667],[-0.08833333333333333],[1],[0],[0],[1.3643447998911142],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
167,0,167,0,309.4881215002388,,309.46203000005335,5,309.4881215002388,309.4881215002388,0.012265800032764673,310.72512520011514,[-0.22333333333333333],[-0.15333333333333332],[1],[0],[0],[1.2510485998354852],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
168,0,168,0,310.76606690045446,,310.7279533003457,10,310.76606690045446,310.76606690045446,0.027676000259816647,312.3399954000488,[0.11833333333333333],[-0.08333333333333333],[1],[0],[0],[1.5845953999087214],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
169,0,169,0,312.36983600025997,,312.34285030001774,5,312.36983600025997,312.36983600025997,0.013606300111860037,313.55685720033944,[-0.09333333333333334],[0.3466666666666667],[1],[0],[0],[1.2006521997973323],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
170,0,170,0,313.5975566999987,,313.5608553001657,10,313.5975566999987,313.5975566999987,0.02410340029746294,314.7395367003046,[0.165],[0.415],[1],[0],[0],[1.1547825001180172],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
171,0,171,0,314.77641610009596,,314.74242210015655,10,314.77641610009596,314.77641610009596,0.023298599757254124,316.1891020000912,[-0.19],[0.3883333333333333],[1],[0],[0],[1.4235644997097552],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
172,0,172,0,316.2177134002559,,316.1918645002879,5,316.2177134002559,316.2177134002559,0.012174800038337708,317.50514810020104,[0.285],[-0.3],[1],[0],[0],[1.3013687999919057],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
173,0,173,0,317.5337515003048,,317.5078323003836,5,317.5337515003048,317.5337515003048,0.01380509976297617,318.82030550017953,[-0.43333333333333335],[0.205],[1],[0],[0],[1.2988801999017596],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
174,0,174,0,318.859353300184,,318.8229106999934,10,318.859353300184,318.859353300184,0.024036599788814783,320.26954080024734,[0.175],[0.38666666666666666],[1],[0],[0],[1.4227991001680493],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
