trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
10,0,10,0,15.299600300379097,,15.266257600393146,10,15.299600300379097,15.299600300379097,0.02299880003556609,16.5787589000538,[-0.19],[0.265],[1],[0],[0],[1.2897202000021935],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
11,0,11,0,16.60813910001889,,16.581397500354797,5,16.60813910001889,16.60813910001889,0.013355500064790249,17.630184000357985,[-0.31166666666666665],[0.36833333333333335],[1],[0],[0],[1.0356650003232062],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
12,0,12,0,17.65807680040598,,17.632886700332165,5,17.65807680040598,17.65807680040598,0.014041099697351456,19.110911100171506,[0.36833333333333335],[-0.21666666666666667],[1],[0],[0],[1.4642607001587749],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
13,0,13,0,19.140182200353593,,19.113761300221086,5,19.140182200353593,19.140182200353593,0.012169700115919113,20.32741630030796,[-0.06666666666666667],[-0.4633333333333333],[1],[0],[0],[1.201617700047791],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
14,0,14,0,20.356933900155127,,20.330379400402308,5,20.356933900155127,20.356933900155127,0.01665950007736683,21.509631600230932,[-0.105],[0.135],[1],[0],[0],[1.1626901999115944],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
15,0,15,0,21.538945500273257,,21.5125367003493,5,21.538945500273257,21.538945500273257,0.013524099718779325,22.910073100123554,[-0.17333333333333334],[-0.39666666666666667],[1],[0],[0],[1.3842197000049055],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
16,0,16,0,22.950469000265002,,22.91294370032847,10,22.950469000265002,22.950469000265002,0.027359200175851583,24.260867100208998,[0.015],[-0.03333333333333333],[1],[0],[0],[1.3208428001962602],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
17,0,17,0,24.294905100017786,,24.265981700271368,5,24.294905100017786,24.294905100017786,0.019673599861562252,26.24253650009632,[-0.405],[-0.445],[1],[0],[0],[1.9575784001499414],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
18,0,18,0,26.27063830010593,,26.24566170014441,5,26.27063830010593,26.27063830010593,0.016806299798190594,27.707522000186145,[0.4633333333333333],[-0.37833333333333335],[1],[0],[0],[1.4453699998557568],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
19,0,19,0,27.735903900116682,,27.710155400447547,5,27.735903900116682,27.735903900116682,0.013239300344139338,29.40612920001149,[0.03833333333333333],[0.23833333333333334],[1],[0],[0],[1.682956200093031],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
20,0,20,0,29.446642100345343,,29.408794100396335,10,29.446642100345343,29.446642100345343,0.023897199891507626,31.27120010042563,[-0.25333333333333335],[-0.46],[1],[0],[0],[1.8387120999395847],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
21,0,21,0,31.300418600440025,,31.27428140025586,5,31.300418600440025,31.300418600440025,0.014545100275427103,32.58747970033437,[0.21166666666666667],[-0.2833333333333333],[1],[0],[0],[1.298853799700737],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
22,0,22,0,32.631439400371164,,32.59226750023663,10,32.631439400371164,32.631439400371164,0.02790139988064766,33.25530030019581,[0.21166666666666667],[-0.2833333333333333],[1],[0],[0],[0.635786899831146],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
23,0,23,0,33.292221900075674,,33.25823550019413,10,33.292221900075674,33.292221900075674,0.023621500004082918,34.60358140012249,[-0.3883333333333333],[-0.43],[1],[0],[0],[1.3219979996792972],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
24,0,24,0,34.63210350042209,,34.60639760037884,5,34.63210350042209,34.63210350042209,0.014268099796026945,36.019241200294346,[0.43166666666666664],[0.21666666666666667],[1],[0],[0],[1.3988044001162052],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
25,0,25,0,36.059628300368786,,36.02204700000584,10,36.059628300368786,36.059628300368786,0.027423299849033356,37.586269500199705,[-0.445],[0.305],[1],[0],[0],[1.5370410000905395],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
26,0,26,0,37.613950500264764,,37.58956170035526,5,37.613950500264764,37.613950500264764,0.015060700010508299,39.00360540021211,[0.16166666666666665],[-0.03666666666666667],[1],[0],[0],[1.399313600268215],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
27,0,27,0,39.02997890021652,,39.00624560005963,5,39.02997890021652,39.02997890021652,0.0151293003000319,40.16768850013614,[-0.17666666666666667],[-0.16166666666666665],[1],[0],[0],[1.1465627998113632],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
28,0,28,0,40.21370750013739,,40.17120090033859,10,40.21370750013739,40.21370750013739,0.029126300010830164,46.49774040002376,[0.12],[0.42],[1],[0],[0],[6.297828400041908],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
29,0,29,0,46.525937400292605,,46.500743000302464,5,46.525937400292605,46.525937400292605,0.014955299906432629,48.430505000054836,[0.25],[-0.145],[1],[0],[0],[1.9148390996269882],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
30,0,30,0,48.47526570037007,,48.4363663000986,10,48.47526570037007,48.47526570037007,0.02941130008548498,50.09606370003894,[0.38166666666666665],[-0.3566666666666667],[1],[0],[0],[1.6312146000564098],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
31,0,31,0,50.137607800308615,,50.099822900258005,10,50.137607800308615,50.137607800308615,0.026958600152283907,51.67700420040637,[-0.2916666666666667],[-0.22666666666666666],[1],[0],[0],[1.550931100267917],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
32,0,32,0,51.71446580020711,,51.67975340038538,10,51.71446580020711,51.71446580020711,0.02399910008534789,53.92698140023276,[0.0016666666666666668],[-0.035],[1],[0],[0],[2.2234307997860014],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
33,0,33,0,53.97200980037451,,53.929721400141716,10,53.97200980037451,53.97200980037451,0.029702600091695786,55.626585400197655,[0.24833333333333332],[-0.006666666666666667],[1],[0],[0],[1.6673521003685892],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
34,0,34,0,55.65463180001825,,55.62973010027781,5,55.65463180001825,55.65463180001825,0.016881699673831463,57.04114680038765,[-0.465],[-0.011666666666666667],[1],[0],[0],[1.3946781996637583],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
35,0,35,0,57.07056420017034,,57.04416670044884,5,57.07056420017034,57.07056420017034,0.0121993999928236,58.37369620008394,[0.4716666666666667],[-0.015],[1],[0],[0],[1.3175344998016953],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
36,0,36,0,58.40303770033643,,58.37652690010145,5,58.40303770033643,58.40303770033643,0.015525199938565493,59.65750570036471,[-0.3566666666666667],[-0.25666666666666665],[1],[0],[0],[1.2657686998136342],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
37,0,37,0,59.68554130010307,,59.661665700376034,5,59.68554130010307,59.68554130010307,0.01615339983254671,61.24012850038707,[0.12166666666666667],[0.41],[1],[0],[0],[1.5630346997641027],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
38,0,38,0,61.27980490028858,,61.24340260028839,10,61.27980490028858,61.27980490028858,0.026048699859529734,62.82246050005779,[-0.225],[-0.39666666666666667],[1],[0],[0],[1.5532442000694573],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
39,0,39,0,62.85084720002487,,62.82526520034298,5,62.85084720002487,62.85084720002487,0.015083199832588434,64.23832470038906,[0.11166666666666666],[-0.085],[1],[0],[0],[1.3981201001442969],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
40,0,40,0,64.26651990041137,,64.24288030015305,5,64.26651990041137,64.26651990041137,0.016066300217062235,65.57273600017652,[0.09333333333333334],[-0.36],[1],[0],[0],[1.3144062999635935],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
41,0,41,0,65.62741190008819,,65.5781294000335,10,65.62741190008819,65.62741190008819,0.03600610001012683,67.88628740003332,[0.04666666666666667],[0.2916666666666667],[1],[0],[0],[2.2730283001437783],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
42,0,42,0,67.91459420043975,,67.88923070020974,5,67.91459420043975,67.91459420043975,0.01728580007329583,69.2517074001953,[0.295],[0.27166666666666667],[1],[0],[0],[1.3455523001030087],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
43,0,43,0,69.2876958004199,,69.25441460032016,10,69.2876958004199,69.2876958004199,0.022921099793165922,70.58580060023814,[-0.10666666666666667],[0.08],[1],[0],[0],[1.3086728998459876],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
44,0,44,0,70.6145146000199,,70.59034610027447,5,70.6145146000199,70.6145146000199,0.016965100076049566,72.00040150014684,[-0.04833333333333333],[-0.16833333333333333],[1],[0],[0],[1.3936966001056135],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
45,0,45,0,72.04048030031845,,72.0030471002683,10,72.04048030031845,72.04048030031845,0.026868900284171104,73.84977950016037,[0.3466666666666667],[0.42],[1],[0],[0],[1.8200725996866822],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
46,0,46,0,73.87832430005074,,73.85254070023075,5,73.87832430005074,73.87832430005074,0.014501800294965506,75.26560770021752,[-0.43166666666666664],[0.33666666666666667],[1],[0],[0],[1.398894099984318],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
47,0,47,0,75.29426460014656,,75.26835780031979,5,75.29426460014656,75.29426460014656,0.012488699983805418,76.64735490037128,[0.155],[0.07333333333333333],[1],[0],[0],[1.3667465997859836],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
48,0,48,0,76.68723700009286,,76.65056940028444,10,76.68723700009286,76.68723700009286,0.024709499906748533,77.93075000029057,[-0.295],[0.0],[1],[0],[0],[1.2558128996752203],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
49,0,49,0,77.95935040013865,,77.93514200020581,5,77.95935040013865,77.95935040013865,0.013827499933540821,79.62947710044682,[0.03666666666666667],[0.08166666666666667],[1],[0],[0],[1.6810647998936474],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
50,0,50,0,79.6584898000583,,79.63225410040468,5,79.6584898000583,79.6584898000583,0.012835999950766563,80.84609150001779,[-0.08666666666666667],[0.18833333333333332],[1],[0],[0],[1.201252999715507],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
51,0,51,0,80.88602260034531,,80.84912030026317,10,80.88602260034531,80.88602260034531,0.026716100051999092,82.51113130012527,[-0.09666666666666666],[-0.3616666666666667],[1],[0],[0],[1.635684700217098],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
52,0,52,0,82.5509053003043,,82.51383450021967,10,82.5509053003043,82.5509053003043,0.02444699965417385,83.86022320017219,[-0.49166666666666664],[-0.18166666666666667],[1],[0],[0],[1.3221972002647817],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
53,0,53,0,83.89912150008604,,83.86321110045537,10,83.89912150008604,83.89912150008604,0.02506010001525283,85.42703250003979,[-0.31833333333333336],[0.4116666666666667],[1],[0],[0],[1.539011999964714],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
54,0,54,0,85.4739487003535,,85.4298076000996,10,85.4739487003535,85.4739487003535,0.031056600157171488,87.24308460019529,[0.34],[-0.10166666666666667],[1],[0],[0],[1.7824646001681685],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
55,0,55,0,87.27417250024155,,87.24840420018882,5,87.27417250024155,87.27417250024155,0.0176614997908473,89.27411930030212,[-0.08],[0.38166666666666665],[1],[0],[0],[2.0088387997820973],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
56,0,56,0,89.31297870026901,,89.27791430009529,10,89.31297870026901,89.31297870026901,0.024892499670386314,90.92320240009576,[0.2916666666666667],[-0.26666666666666666],[1],[0],[0],[1.6211606999859214],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
57,0,57,0,90.96417690021917,,90.92606650013477,10,90.96417690021917,90.96417690021917,0.027561199851334095,92.57246860023588,[0.18666666666666668],[0.24166666666666667],[1],[0],[0],[1.619032199960202],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
58,0,58,0,92.60170510038733,,92.57683820044622,5,92.60170510038733,92.60170510038733,0.015976800117641687,94.15754160005599,[-0.21666666666666667],[-0.275],[1],[0],[0],[1.5653202999383211],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
59,0,59,0,94.18523450009525,,94.16052900021896,5,94.18523450009525,94.18523450009525,0.016152300406247377,95.48767300043255,[-0.13333333333333333],[0.26666666666666666],[1],[0],[0],[1.3112206002697349],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
60,0,60,0,95.51701580034569,,95.49033930012956,5,95.51701580034569,95.51701580034569,0.012135200202465057,96.80445779999718,[-0.37666666666666665],[0.38],[1],[0],[0],[1.3021932002156973],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
61,0,61,0,96.83296760031953,,96.80740670021623,5,96.83296760031953,96.83296760031953,0.015133700333535671,98.33687280025333,[-0.48],[-0.01],[1],[0],[0],[1.5146302999928594],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
62,0,62,0,98.36549620004371,,98.34063920006156,5,98.36549620004371,98.36549620004371,0.014936999883502722,100.10282160015777,[-0.31833333333333336],[0.3233333333333333],[1],[0],[0],[1.747443400323391],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
63,0,63,0,100.14998810039833,,100.10557940043509,10,100.14998810039833,100.14998810039833,0.03006279980763793,103.30027600005269,[0.11333333333333333],[-0.06],[1],[0],[0],[3.164898999966681],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
64,0,64,0,103.33728800015524,,103.30295700021088,10,103.33728800015524,103.33728800015524,0.023895699996501207,104.61791210016236,[0.09666666666666666],[-0.13166666666666665],[1],[0],[0],[1.2912628003396094],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
65,0,65,0,104.66181250009686,,104.62090100022033,10,104.66181250009686,104.66181250009686,0.02998079964891076,105.98205240024254,[0.325],[0.05],[1],[0],[0],[1.33132559992373],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
66,0,66,0,106.01137820025906,,105.98586860019714,5,106.01137820025906,106.01137820025906,0.0165285998955369,107.48211480025202,[-0.4766666666666667],[0.13666666666666666],[1],[0],[0],[1.4802957000210881],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
67,0,67,0,107.52110460028052,,107.48526300024241,10,107.52110460028052,107.52110460028052,0.025238600093871355,108.91384670045227,[0.41333333333333333],[0.2916666666666667],[1],[0],[0],[1.4035585997626185],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
68,0,68,0,108.94310290040448,,108.9165722001344,5,108.94310290040448,108.94310290040448,0.013238700106739998,110.76345070032403,[0.45166666666666666],[-0.30833333333333335],[1],[0],[0],[1.8337995000183582],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
69,0,69,0,110.80329840024933,,110.76634880015627,10,110.80329840024933,110.80329840024933,0.02464029984548688,111.94618700025603,[0.3233333333333333],[-0.25166666666666665],[1],[0],[0],[1.1555906999856234],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
70,0,70,0,111.98411100031808,,111.95177750010043,5,111.98411100031808,111.98411100031808,0.02246270002797246,113.19484400004148,[0.325],[0.32166666666666666],[1],[0],[0],[1.2215225999243557],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
71,0,71,0,113.2248333003372,,113.20026780012995,5,113.2248333003372,113.2248333003372,0.01735299965366721,114.52878150017932,[0.46],[0.4683333333333333],[1],[0],[0],[1.311970700044185],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
72,0,72,0,114.55693470034748,,114.53152620000765,5,114.55693470034748,114.55693470034748,0.012878299690783024,115.87750760000199,[-0.16833333333333333],[-0.2783333333333333],[1],[0],[0],[1.3333246000111103],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
73,0,73,0,115.9063684004359,,115.88183010043576,5,115.9063684004359,115.9063684004359,0.014571900013834238,117.12575050024316,[0.07166666666666667],[-0.12833333333333333],[1],[0],[0],[1.2300880998373032],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
74,0,74,0,117.1654822002165,,117.12853190023452,10,117.1654822002165,117.1654822002165,0.026071599684655666,118.47545890044421,[0.27],[0.27],[1],[0],[0],[1.321080000139773],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
75,0,75,0,118.52015650039539,,118.48016170039773,10,118.52015650039539,118.52015650039539,0.029071900062263012,119.95921820029616,[-0.18833333333333332],[0.045],[1],[0],[0],[1.450140000320971],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
76,0,76,0,119.98788830032572,,119.96468299999833,5,119.98788830032572,119.98788830032572,0.01658939989283681,121.15741070033982,[-0.31666666666666665],[0.16666666666666666],[1],[0],[0],[1.1769396997988224],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
77,0,77,0,121.19462830014527,,121.16037860000506,10,121.19462830014527,121.19462830014527,0.023637300357222557,134.734268900007,[0.028333333333333332],[0.2866666666666667],[1],[0],[0],[13.550489699933678],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
78,0,78,0,134.76311050029472,,134.73700120020658,5,134.76311050029472,134.76311050029472,0.014676099643111229,136.83351790020242,[0.16333333333333333],[-0.11],[1],[0],[0],[2.0821122000925243],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
79,0,79,0,136.86220450000837,,136.83632970042527,5,136.86220450000837,136.86220450000837,0.012045199982821941,138.21561320032924,[0.3416666666666667],[0.25833333333333336],[1],[0],[0],[1.3674508999101818],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
80,0,80,0,138.24440790014341,,138.2183532002382,5,138.24440790014341,138.24440790014341,0.012551899999380112,139.49868290033191,[-0.20333333333333334],[-0.035],[1],[0],[0],[1.2679767003282905],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
81,0,81,0,139.52735280012712,,139.50133400037885,5,139.52735280012712,139.52735280012712,0.01197119988501072,140.83125040028244,[-0.4583333333333333],[-0.30666666666666664],[1],[0],[0],[1.3180912001989782],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
82,0,82,0,140.87799310032278,,140.8354644002393,10,140.87799310032278,140.87799310032278,0.03180780028924346,142.74721470009536,[-0.25166666666666665],[-0.045],[1],[0],[0],[1.8804897996596992],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
83,0,83,0,142.77526640007272,,142.7517830003053,5,142.77526640007272,142.77526640007272,0.015286999754607677,144.12967020040378,[0.12666666666666668],[-0.3016666666666667],[1],[0],[0],[1.3632728001102805],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
84,0,84,0,144.1578767001629,,144.1323595000431,5,144.1578767001629,144.1578767001629,0.014172299765050411,145.51297870045528,[-0.4533333333333333],[-0.17833333333333334],[1],[0],[0],[1.366630899719894],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
85,0,85,0,145.54051830014214,,145.51591380033642,5,145.54051830014214,145.54051830014214,0.013107699807733297,146.49455450009555,[-0.41],[-0.17833333333333334],[1],[0],[0],[0.9657303001731634],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
86,0,86,0,146.53861200017855,,146.49763960018754,10,146.53861200017855,146.53861200017855,0.03088180022314191,148.32614630041644,[0.16333333333333333],[-0.22833333333333333],[1],[0],[0],[1.7981722997501493],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
