study_word,thisN,thisTrialN,thisRepN,slider.response,slider.rt,test_words,Reference,old_new,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,text.started,slider.started,trial.stopped,trials.slider.response,trials.slider.rt,test.started,text_2.started,textbox.started,text_3.started,mouse.started,test.stopped,trials_2.textbox.text,trials_2.mouse.x,trials_2.mouse.y,trials_2.mouse.leftButton,trials_2.mouse.midButton,trials_2.mouse.rightButton,trials_2.mouse.time,trials_2.mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart
,,,,,,,,,,,,,,,,,0,12,12,14,,,,,29.8472132,,29.8274233,29.8472132,29.8472132,31.2191634,1,1.3586867,,,,,,,,,,,,,,,929337,1,2024-11-06_18h28.13.188,WORD PRIMING,2024.2.1post4,60.12195131,2024-11-06 18h28.28.434262 +0530
,,,,,,,,,,,,,,,,,0,13,13,0,,,,,31.2456587,,31.2241963,31.2456587,31.2456587,32.235783,1,0.9792925,,,,,,,,,,,,,,,929337,1,2024-11-06_18h28.13.188,WORD PRIMING,2024.2.1post4,60.12195131,2024-11-06 18h28.28.434262 +0530
,,,,,,,,,,,,,,,,,0,14,14,10,,,,,32.2613464,,32.2420691,32.2613464,32.2613464,33.7510025,1,1.476944,,,,,,,,,,,,,,,929337,1,2024-11-06_18h28.13.188,WORD PRIMING,2024.2.1post4,60.12195131,2024-11-06 18h28.28.434262 +0530
,0,0,0,,,_ou_se,mouse,old,h,[],[],[],[],[],[],[],,,,,0,0,0,3,33.8099961,,,,,,,,33.7861102,33.8099961,33.8099961,33.8099961,0.0351165,43.7573775,h,[],[],[],[],[],[],[],929337,1,2024-11-06_18h28.13.188,WORD PRIMING,2024.2.1post4,60.12195131,2024-11-06 18h28.28.434262 +0530
,1,1,0,,,p_st_r,poster,old,poster,[0.028333333333333332],[-0.25333333333333335],[1],[0],[0],[9.851612799800932],[None],,,,,0,1,1,9,43.7841736,,,,,,,,43.762175,43.7841736,43.7841736,43.7841736,0.0111607,53.7639943,poster,[0.028333333333333332],[-0.25333333333333335],[1],[0],[0],[9.851612799800932],[None],929337,1,2024-11-06_18h28.13.188,WORD PRIMING,2024.2.1post4,60.12195131,2024-11-06 18h28.28.434262 +0530
,2,2,0,,,_oo_,book,old,cook,[0.02666666666666667],[-0.32166666666666666],[1],[0],[0],[4.425215000053868],['text_3'],,,,,0,2,2,13,53.7918605,,,,,,,,53.7682532,53.7918605,53.7918605,53.7918605,0.0172393,58.1943594,cook,[0.02666666666666667],[-0.32166666666666666],[1],[0],[0],[4.425215000053868],['text_3'],929337,1,2024-11-06_18h28.13.188,WORD PRIMING,2024.2.1post4,60.12195131,2024-11-06 18h28.28.434262 +0530
,3,3,0,,,p_as_tr_,pastry,old,pastry,[0.06],[-0.28833333333333333],[1],[0],[0],[5.406964899972081],['text_3'],,,,,0,3,3,4,58.2204765,,,,,,,,58.1988637,58.2204765,58.2204765,58.2204765,0.0042699,63.6065326,pastry,[0.06],[-0.28833333333333333],[1],[0],[0],[5.406964899972081],['text_3'],929337,1,2024-11-06_18h28.13.188,WORD PRIMING,2024.2.1post4,60.12195131,2024-11-06 18h28.28.434262 +0530
,4,4,0,,,bo_t_e,bottle,new,bottle,[0.135],[-0.30833333333333335],[1],[0],[0],[3.742853800067678],['text_3'],,,,,0,4,4,18,63.6319704,,,,,,,,63.6099878,63.6319704,63.6319704,63.6319704,0.0033474,67.3536556,bottle,[0.135],[-0.30833333333333335],[1],[0],[0],[3.742853800067678],['text_3'],929337,1,2024-11-06_18h28.13.188,WORD PRIMING,2024.2.1post4,60.12195131,2024-11-06 18h28.28.434262 +0530
,5,5,0,,,t_hi_t,Tshirts,old,tah,[],[],[],[],[],[],[],,,,,0,5,5,2,67.3785644,,,,,,,,67.358032,67.3785644,67.3785644,67.3785644,0.0041787,77.3592204,tah,[],[],[],[],[],[],[],929337,1,2024-11-06_18h28.13.188,WORD PRIMING,2024.2.1post4,60.12195131,2024-11-06 18h28.28.434262 +0530
,6,6,0,,,_a_bl_,marble,old,"black
",[],[],[],[],[],[],[],,,,,0,6,6,11,77.3858287,,,,,,,,77.3647863,77.3858287,77.3858287,77.3858287,0.0109451,87.3662725,"black
",[],[],[],[],[],[],[],929337,1,2024-11-06_18h28.13.188,WORD PRIMING,2024.2.1post4,60.12195131,2024-11-06 18h28.28.434262 +0530
,7,7,0,,,_ru_is,cruise,pld,"cruise
",[-0.02],[-0.32],[1],[0],[0],[5.358799499925226],['text_3'],,,,,0,7,7,6,87.393516,,,,,,,,87.3706993,87.393516,87.393516,87.393516,0.0168466,92.7305316,"cruise
",[-0.02],[-0.32],[1],[0],[0],[5.358799499925226],['text_3'],929337,1,2024-11-06_18h28.13.188,WORD PRIMING,2024.2.1post4,60.12195131,2024-11-06 18h28.28.434262 +0530
,8,8,0,,,_ho_e,phone,old,"shovel
",[0.06666666666666667],[-0.305],[1],[0],[0],[9.680790199898183],['text_3'],,,,,0,8,8,12,92.7548162,,,,,,,,92.7361674,92.7548162,92.7548162,92.7548162,0.0054,102.417838,"shovel
",[0.06666666666666667],[-0.305],[1],[0],[0],[9.680790199898183],['text_3'],929337,1,2024-11-06_18h28.13.188,WORD PRIMING,2024.2.1post4,60.12195131,2024-11-06 18h28.28.434262 +0530
,9,9,0,,,p_li_e,police,old,police,[0.06666666666666667],[-0.305],[1],[0],[0],[5.5264912999700755],['text_3'],,,,,0,9,9,7,102.4464075,,,,,,,,102.420732,102.4464075,102.4464075,102.4464075,0.002779,107.9480186,police,[0.06666666666666667],[-0.305],[1],[0],[0],[5.5264912999700755],['text_3'],929337,1,2024-11-06_18h28.13.188,WORD PRIMING,2024.2.1post4,60.12195131,2024-11-06 18h28.28.434262 +0530
,10,10,0,,,c_s_io_,cushion,old,cushion,[0.06666666666666667],[-0.305],[1],[0],[0],[3.658113199984655],['text_3'],,,,,0,10,10,14,107.9751175,,,,,,,,107.952975,107.9751175,107.9751175,107.9751175,0.0047431,111.6120661,cushion,[0.06666666666666667],[-0.305],[1],[0],[0],[3.658113199984655],['text_3'],929337,1,2024-11-06_18h28.13.188,WORD PRIMING,2024.2.1post4,60.12195131,2024-11-06 18h28.28.434262 +0530
,11,11,0,,,_o_rd,board,old,board,[0.06666666666666667],[-0.305],[1],[0],[0],[4.871856600046158],['text_3'],,,,,0,11,11,10,111.6377548,,,,,,,,111.6170702,111.6377548,111.6377548,111.6377548,0.0047974,116.4899037,board,[0.06666666666666667],[-0.305],[1],[0],[0],[4.871856600046158],['text_3'],929337,1,2024-11-06_18h28.13.188,WORD PRIMING,2024.2.1post4,60.12195131,2024-11-06 18h28.28.434262 +0530
,12,12,0,,,v_s_,vase,new,vase,[0.06666666666666667],[-0.305],[1],[0],[0],[4.573816500138491],['text_3'],,,,,0,12,12,17,116.515815,,,,,,,,116.4961375,116.515815,116.515815,116.515815,0.0060059,121.0708278,vase,[0.06666666666666667],[-0.305],[1],[0],[0],[4.573816500138491],['text_3'],929337,1,2024-11-06_18h28.13.188,WORD PRIMING,2024.2.1post4,60.12195131,2024-11-06 18h28.28.434262 +0530
,13,13,0,,,k_y_,keys,old,keys,[0.011666666666666667],[-0.2966666666666667],[1],[0],[0],[4.223308000015095],['text_3'],,,,,0,13,13,8,121.0958278,,,,,,,,121.0750472,121.0958278,121.0958278,121.0958278,0.0040148,125.2991396,keys,[0.011666666666666667],[-0.2966666666666667],[1],[0],[0],[4.223308000015095],['text_3'],929337,1,2024-11-06_18h28.13.188,WORD PRIMING,2024.2.1post4,60.12195131,2024-11-06 18h28.28.434262 +0530
,14,14,0,,,None,camera,new,keys,[-0.06666666666666667],[-0.31833333333333336],[1],[0],[0],[5.606939000077546],['text_3'],,,,,0,14,14,19,125.3250405,,,,,,,,125.3019904,125.3250405,125.3250405,125.3250405,0.0027221,130.9097549,keys,[-0.06666666666666667],[-0.31833333333333336],[1],[0],[0],[5.606939000077546],['text_3'],929337,1,2024-11-06_18h28.13.188,WORD PRIMING,2024.2.1post4,60.12195131,2024-11-06 18h28.28.434262 +0530
,15,15,0,,,c_s_,case,old,case,[0.0033333333333333335],[-0.30666666666666664],[1],[0],[0],[3.675932199927047],['text_3'],,,,,0,15,15,5,130.9363404,,,,,,,,130.913787,130.9363404,130.9363404,130.9363404,0.003858,134.5905359,case,[0.0033333333333333335],[-0.30666666666666664],[1],[0],[0],[3.675932199927047],['text_3'],929337,1,2024-11-06_18h28.13.188,WORD PRIMING,2024.2.1post4,60.12195131,2024-11-06 18h28.28.434262 +0530
,16,16,0,,,p_nc_l,pencil,new,pencil,[0.0033333333333333335],[-0.30666666666666664],[1],[0],[0],[5.011608300032094],['text_3'],,,,,0,16,16,16,134.6156477,,,,,,,,134.5936157,134.6156477,134.6156477,134.6156477,0.0029785,139.6058406,pencil,[0.0033333333333333335],[-0.30666666666666664],[1],[0],[0],[5.011608300032094],['text_3'],929337,1,2024-11-06_18h28.13.188,WORD PRIMING,2024.2.1post4,60.12195131,2024-11-06 18h28.28.434262 +0530
,17,17,0,,,_ha_t,Chart,old,chart,[0.0033333333333333335],[-0.30666666666666664],[1],[0],[0],[4.270411500008777],['text_3'],,,,,0,17,17,1,139.6280084,,,,,,,,139.6098595,139.6280084,139.6280084,139.6280084,0.003899,143.8814182,chart,[0.0033333333333333335],[-0.30666666666666664],[1],[0],[0],[4.270411500008777],['text_3'],929337,1,2024-11-06_18h28.13.188,WORD PRIMING,2024.2.1post4,60.12195131,2024-11-06 18h28.28.434262 +0530
,18,18,0,,,l_pt_p,Laptop,old,laptop,[0.0033333333333333335],[-0.30666666666666664],[1],[0],[0],[4.256763200042769],['text_3'],,,,,0,18,18,0,143.9085047,,,,,,,,143.8862622,143.9085047,143.9085047,143.9085047,0.0046561,148.1440414,laptop,[0.0033333333333333335],[-0.30666666666666664],[1],[0],[0],[4.256763200042769],['text_3'],929337,1,2024-11-06_18h28.13.188,WORD PRIMING,2024.2.1post4,60.12195131,2024-11-06 18h28.28.434262 +0530
,19,19,0,,,ta_l_,table,new,table,[0.0033333333333333335],[-0.30666666666666664],[1],[0],[0],[4.990717299981043],['text_3'],,,,,0,19,19,15,148.1704548,,,,,,,,148.147449,148.1704548,148.1704548,148.1704548,0.0031745,153.1389334,table,[0.0033333333333333335],[-0.30666666666666664],[1],[0],[0],[4.990717299981043],['text_3'],929337,1,2024-11-06_18h28.13.188,WORD PRIMING,2024.2.1post4,60.12195131,2024-11-06 18h28.28.434262 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,prop hit from study list ,17,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,prop hit from non study list ,7,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,priming score ,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
