num_distr,mouse.time,,,,,,,,,
5,1.0643535,,,,,,,,,
5,0.9703439,,,,,,,,,
5,1.0902105,,,,,,,,,
5,1.265891,,,,,,slope_m,y2-y1,0.246971388,246.9713878
5,1.0317005,,,meanRT_5%,1.373830266,,,x2-x1,5,
5,1.0097446,,,meanRT_10%,1.620801654,,,,,
5,1.5583995,,,,,,,slope,49.39427755,ms/item
5,1.3423995,,,,,,,,,
5,1.1994348,,,,,,,,,
5,1.193771,,,,,,,,,
5,1.8948009,,,,,,,,,
5,0.9412481,,,,,,,,,
5,1.1941897,,,,,,,,,
5,1.3966613,,,,,,,,,
5,1.3195024,,,,,,,,,
5,1.0623061,,,,,,,,,
5,1.2782602,,,,,,,,,
5,1.0153133,,,,,,,,,
5,1.0937286,,,,,,,,,
5,0.8197602,,,,,,,,,
5,0.9480716,,,,,,,,,
5,1.2696273,,,,,,,,,
5,1.8075069,,,,,,,,,
5,1.462874,,,,,,,,,
5,1.0184306,,,,,,,,,
5,1.0431964,,,,,,,,,
5,1.3154022,,,,,,,,,
5,1.0686226,,,,,,,,,
5,0.9647404,,,,,,,,,
5,1.8353249,,,,,,,,,
5,0.9205722,,,,,,,,,
5,1.3804415,,,,,,,,,
5,1.3741351,,,,,,,,,
5,1.6575498,,,,,,,,,
5,1.6659287,,,,,,,,,
5,1.3986461,,,,,,,,,
5,2.6525922,,,,,,,,,
5,1.551187,,,,,,,,,
5,1.2741985,,,,,,,,,
5,1.1303126,,,,,,,,,
5,0.9671869,,,,,,,,,
5,0.9609625,,,,,,,,,
5,2.0110787,,,,,,,,,
5,1.6752088,,,,,,,,,
5,1.1582826,,,,,,,,,
5,1.2740269,,,,,,,,,
5,1.3598158,,,,,,,,,
5,1.3848113,,,,,,,,,
5,1.4089283,,,,,,,,,
5,1.1190531,,,,,,,,,
5,1.0154577,,,,,,,,,
5,2.6095791,,,,,,,,,
5,2.0963837,,,,,,,,,
5,2.6020323,,,,,,,,,
5,1.7859283,,,,,,,,,
5,0.9570852,,,,,,,,,
5,1.4459531,,,,,,,,,
5,1.4153659,,,,,,,,,
5,1.0693184,,,,,,,,,
5,1.3543609,,,,,,,,,
5,1.3608815,,,,,,,,,
5,1.3134333,,,,,,,,,
5,1.5266336,,,,,,,,,
5,1.2821424,,,,,,,,,
5,1.0945907,,,,,,,,,
5,1.5810529,,,,,,,,,
5,1.0741916,,,,,,,,,
5,2.1857158,,,,,,,,,
5,1.6622811,,,,,,,,,
5,1.7451361,,,,,,,,,
5,1.5046973,,,,,,,,,
5,2.0470684,,,,,,,,,
5,1.2974238,,,,,,,,,
5,1.1834602,,,,,,,,,
5,1.4730394,,,,,,,,,
5,1.3281839,,,,,,,,,
5,1.0608134,,,,,,,,,
5,0.9948886,,,,,,,,,
5,1.3376224,,,,,,,,,
5,2.4456243,,,,,,,,,
5,1.214602,,,,,,,,,
5,1.4052671,,,,,,,,,
5,1.0670571,,,,,,,,,
5,2.0959431,,,,,,,,,
5,1.4132048,,,,,,,,,
5,1.0717949,,,,,,,,,
5,0.9874066,,,,,,,,,
5,1.0946052,,,,,,,,,
5,1.2699325,,,,,,,,,
10,1.6794182,,,,,,,,,
10,2.4300605,,,,,,,,,
10,2.4259782,,,,,,,,,
10,0.8319033,,,,,,,,,
10,1.1314569,,,,,,,,,
10,1.0545429,,,,,,,,,
10,1.1331887,,,,,,,,,
10,1.682033,,,,,,,,,
10,1.8507535,,,,,,,,,
10,1.8475724,,,,,,,,,
10,1.3804028,,,,,,,,,
10,1.3226862,,,,,,,,,
10,1.6854148,,,,,,,,,
10,1.9731615,,,,,,,,,
10,1.5000315,,,,,,,,,
10,2.3635088,,,,,,,,,
10,1.2186861,,,,,,,,,
10,1.1599154,,,,,,,,,
10,1.2295193,,,,,,,,,
10,1.4224892,,,,,,,,,
10,3.8675478,,,,,,,,,
10,1.0639656,,,,,,,,,
10,1.0251493,,,,,,,,,
10,1.6747749,,,,,,,,,
10,1.83325,,,,,,,,,
10,1.3503017,,,,,,,,,
10,2.0806077,,,,,,,,,
10,1.8618884,,,,,,,,,
10,1.8981974,,,,,,,,,
10,2.3019496,,,,,,,,,
10,0.9334759,,,,,,,,,
10,1.669085,,,,,,,,,
10,1.9250475,,,,,,,,,
10,2.164785,,,,,,,,,
10,2.2021768,,,,,,,,,
10,1.512152,,,,,,,,,
10,1.2869138,,,,,,,,,
10,1.3928723,,,,,,,,,
10,1.715869,,,,,,,,,
10,1.0868553,,,,,,,,,
10,2.2263449,,,,,,,,,
10,1.1571147,,,,,,,,,
10,2.2747763,,,,,,,,,
10,0.9042667,,,,,,,,,
10,2.0841143,,,,,,,,,
10,1.2887879,,,,,,,,,
10,1.2025032,,,,,,,,,
